mean_red,std_red,skewness_red,kurtosis_red,entropy_red,range_red,mean_green,std_green,skewness_green,kurtosis_green,entropy_green,range_green,mean_blue,std_blue,skewness_blue,kurtosis_blue,entropy_blue,range_blue,contrast_0_deg,correlation_0_deg,asm_0_deg,entropy_0_deg,contrast_45_deg,correlation_45_deg,asm_45_deg,entropy_45_deg,contrast_90_deg,correlation_90_deg,asm_90_deg,entropy_90_deg,contrast_135_deg,correlation_135_deg,asm_135_deg,entropy_135_deg,class
141.2038,45.03538237,0.023337568,-1.339769419,7.248320501,188,137.6958,42.23829379,0.041685003,-1.301969318,7.181569632,181,132.5427,37.66707284,0.04280329,-1.225392967,7.078319594,174,98.42030303,0.972759288,0.000366284,11.91194354,264.5476992,0.926922037,0.000246727,12.43602976,151.0575758,0.95818303,0.000289348,12.1930768,198.2266095,0.945238929,0.000251885,12.3574188,ravelling
127.4132,20.86093636,-0.566274869,1.344976599,6.345039907,175,123.7714,21.37979752,-0.535219991,1.267393834,6.381997034,178,121.2278,20.12108613,-0.426401575,1.235860277,6.302709451,167,81.02565657,0.907886188,0.000645807,11.17275638,163.4819916,0.812703929,0.000484767,11.55135213,114.7579798,0.86837914,0.000569268,11.34803363,194.3479237,0.777272239,0.00045554,11.6375563,ravelling
153.4378,44.56000372,-0.403288661,-1.113448126,7.215109313,187,148.7628,42.17545656,-0.36358391,-1.112462274,7.167160936,183,141.9445,37.81929692,-0.345710549,-1.061893441,7.050810808,190,108.2290909,0.969765889,0.000343388,11.96386086,292.1638608,0.917970506,0.000229425,12.49503562,155.5248485,0.95630797,0.000284252,12.20080327,194.9073564,0.945275145,0.000259818,12.3174022,ravelling
134.6903,45.92162874,0.040188424,-0.682988636,7.469420654,233,133.4186,43.95069481,-0.024143404,-0.602542916,7.420950746,219,131.0921,41.5401928,-0.087326108,-0.477734886,7.365711447,229,320.1975758,0.917904368,0.000182078,12.7777947,833.7762473,0.786283476,0.000136051,13.15517295,602.3247475,0.84562125,0.000150633,13.03432943,804.8483828,0.793730493,0.000139096,13.133588,ravelling
131.6436,22.45397023,-0.599114919,0.059949007,6.428421762,169,129.35,20.95809867,-0.612398159,0.25217652,6.341392749,163,125.9551,18.2556973,-0.63580575,0.659036908,6.162279699,157,82.94787879,0.905652421,0.000602612,11.18743875,167.7709417,0.809454469,0.000447134,11.58203882,115.5025253,0.869479452,0.000537675,11.34982118,186.6237119,0.788062481,0.0004398,11.61633002,ravelling
188.7029,31.7511926,-1.692017189,2.104947135,6.205435108,175,181.8132,28.61522157,-1.688418134,2.089634533,6.096526736,164,177.7367,23.95843428,-1.661675147,2.098386424,5.941595225,146,47.8520202,0.971560683,0.00206281,10.240159,104.9326599,0.937888452,0.001551719,10.63594391,61.02565657,0.96382263,0.00206056,10.29947227,98.83011938,0.941493232,0.001632403,10.58037747,ravelling
122.6873,37.71614666,0.170197514,-0.79097633,7.199430237,200,122.3095,36.12165431,0.168207687,-0.777761277,7.139822742,192,121.8605,33.51985143,0.136842656,-0.704114266,7.051847976,184,244.5318182,0.906935129,0.000207489,12.55584788,526.2792572,0.800149101,0.000156866,12.91142283,343.2669697,0.869850327,0.000189389,12.68000556,500.9281706,0.809831511,0.000166397,12.84709095,ravelling
130.2463,33.42877557,0.51607114,-0.680984955,6.948076162,170,128.1789,32.01650972,0.549784352,-0.575432059,6.89587939,168,124.0433,29.29674086,0.576773671,-0.366237987,6.792996371,171,79.7820202,0.961210702,0.000417121,11.68668228,255.1418223,0.875196546,0.000260921,12.3130156,152.4051515,0.925367308,0.000317738,12.04731415,171.1203959,0.916309192,0.000304332,12.10517879,ravelling
130.8238,18.31806632,-0.560238965,0.429441371,6.171256455,156,129.28,17.03269797,-0.633967977,0.547327296,6.05829422,151,128.1423,14.77420897,-0.763779285,0.903530008,5.84887204,129,52.1110101,0.910699307,0.000884935,10.67190054,81.61146822,0.860410556,0.000737573,10.92993265,63.91575758,0.890454806,0.000860795,10.7483565,129.291807,0.77883017,0.000615816,11.16857598,ravelling
107.102,29.40902916,-0.467399511,-0.495476257,6.81697102,168,106.57,28.53481908,-0.500184889,-0.490076958,6.760405762,163,106.5332,26.47799648,-0.586134749,-0.417540075,6.63193333,161,112.5285859,0.930849958,0.000370631,11.80089642,203.6906438,0.874832809,0.000290851,12.10472575,154.3885859,0.905211268,0.000327783,11.95821765,278.3363942,0.828987633,0.000258105,12.26917937,ravelling
130.1123,36.09073134,-0.069776684,-0.451713337,7.167504311,199,129.9407,33.23071446,-0.056623739,-0.226041735,7.063136335,190,128.6687,30.78173063,-0.028416478,0.086494739,6.955610722,185,165.249798,0.927211045,0.000276487,12.23040066,233.0480563,0.897290471,0.000243443,12.4092676,104.0330303,0.954081914,0.000327992,12.00250993,266.5590246,0.882526692,0.000225542,12.48730259,ravelling
124.942,36.75560414,0.403744948,-0.765605985,7.10852751,196,123.7469,35.38910059,0.37628204,-0.789352414,7.058999278,193,120.7785,32.6308173,0.323581149,-0.829221097,6.9477078,186,81.87494949,0.967384638,0.000361652,11.850089,246.0975411,0.902174438,0.000228223,12.45783227,157.0352525,0.937513766,0.000280298,12.2033229,198.2620141,0.921187868,0.00024971,12.33820066,ravelling
123.6994,34.48983966,0.20060658,-0.861058431,7.056944782,178,124.1008,31.40816517,0.240916679,-0.856169431,6.918437762,162,124.525,28.37236287,0.214270337,-0.865670061,6.779983348,149,124.3089899,0.939025596,0.000316646,11.97806721,352.3432303,0.82731614,0.000207075,12.54531641,271.0778788,0.867142039,0.000229599,12.40782636,370.8908275,0.818277982,0.000201635,12.57394199,ravelling
147.5132,32.80913327,-0.10915549,-0.599154199,7.018552159,192,148.427,29.6784277,-0.139315173,-0.422889835,6.887150817,184,147.1541,26.7325785,-0.216909586,-0.10757446,6.748696274,189,94.45343434,0.948187358,0.000361285,11.83526691,168.9347005,0.907461103,0.000282944,12.16063031,135.8705051,0.925598571,0.000308657,12.03787371,261.352515,0.856861068,0.000238435,12.38130264,ravelling
104.6616,44.63744488,0.196618217,-0.229677222,7.458684117,243,104.1704,45.18669454,0.177986807,-0.288401764,7.479328791,246,105.2294,44.83007669,0.157927351,-0.323276515,7.468319811,249,213.8327273,0.94721674,0.000202439,12.6161721,746.0084685,0.815310726,0.000130856,13.17593156,535.4289899,0.867121594,0.000144179,13.05547186,610.5689215,0.848860592,0.000139471,13.08841642,ravelling
136.9031,37.63712144,0.354370289,-0.813759439,7.144851671,176,133.2291,34.50578232,0.399325191,-0.705212479,7.031395367,168,130.7075,31.48868596,0.365435492,-0.600489042,6.935993133,171,71.76808081,0.970626799,0.000385573,11.74081973,253.0486685,0.896260425,0.000243734,12.37731753,179.8776768,0.926213135,0.000280936,12.19993346,222.7343128,0.90867004,0.000240835,12.37957502,ravelling
129.4122,48.57941016,0.14537336,-0.748734919,7.531942937,239,127.5687,46.16508724,0.092008688,-0.661317698,7.485552326,234,125.2125,43.84297599,0.034986026,-0.543612976,7.435182344,231,295.1421212,0.931966447,0.000188129,12.75763658,744.7637996,0.828436436,0.000137165,13.13718176,512.310101,0.881732237,0.000155556,12.98770545,681.5371901,0.843001468,0.000143192,13.0872729,ravelling
151.0417,35.76968495,-0.405307789,-0.417039313,7.064612876,191,152.1236,31.1452777,-0.477712419,-0.222741406,6.879516858,167,149.5187,27.61805298,-0.669924873,0.239159553,6.716156314,169,74.24111111,0.963850083,0.000430349,11.64392042,136.7835935,0.933231546,0.000336473,11.98224108,115.4147475,0.94359406,0.000355316,11.90139052,223.8564432,0.890734536,0.000272877,12.23629042,ravelling
154.2444,39.8258593,-0.417487825,-0.739759099,7.165708681,199,154.6004,35.85158183,-0.49209129,-0.54106539,7.038788187,195,151.5074,31.98750921,-0.617128621,-0.244229893,6.897371533,194,145.0686869,0.945465596,0.000314167,12.14398422,219.5521886,0.917152548,0.000270327,12.32062954,162.6691919,0.938747622,0.000298403,12.19350407,355.9124579,0.865740886,0.000222794,12.57313663,ravelling
129.1633,23.12746491,-0.997764136,0.698482771,6.376487152,136,127.4098,21.55556689,-1.052753932,0.983092557,6.282435865,135,124.451,18.74431111,-1.166214237,1.587332126,6.085523751,131,42.13444444,0.955113746,0.000876814,10.72442443,81.30884604,0.913185948,0.000656587,11.10914041,58.02545455,0.937898876,0.000772396,10.91733387,103.1569228,0.889847322,0.000609533,11.2436956,ravelling
141.7911,39.17405852,-0.647529065,-0.166443232,7.211938614,208,136.951,37.883078,-0.5513895,-0.307681361,7.179303525,212,135.7339,35.68665144,-0.49686181,-0.294086213,7.114705376,212,249.7658586,0.91343111,0.00020957,12.5666006,614.4682175,0.787370048,0.000158115,12.93289688,418.5120202,0.85480913,0.000181216,12.76549739,570.9482706,0.802426088,0.000159734,12.91676577,ravelling
133.9158,41.43341297,0.325850002,-1.070389222,7.205875924,184,131.8775,38.37077656,0.299981192,-1.012869175,7.136184182,188,128.9897,34.2801341,0.265357478,-0.846620793,7.033280167,195,87.88171717,0.970739851,0.000353336,11.88911569,269.379145,0.910749676,0.000241543,12.43310894,179.0875758,0.940625303,0.000293149,12.20805301,231.0874401,0.923439035,0.000242147,12.40995135,ravelling
125.4645,36.28349404,0.494155618,-0.70006383,7.075637369,189,124.4489,35.03178826,0.479223508,-0.666018889,7.034857598,188,124.312,32.7330331,0.414470882,-0.574275669,6.970118346,190,76.76121212,0.968908461,0.00041382,11.73909055,260.1312111,0.894912691,0.000272008,12.35343419,183.8224242,0.925628121,0.000304775,12.17768916,232.3009897,0.90615552,0.000259943,12.33990371,ravelling
132.4787,37.55700662,-0.103684366,-0.797939351,7.161867406,191,131.5341,34.2329788,-0.174801354,-0.658520194,7.057428119,188,129.2722,30.89435721,-0.278205199,-0.480838239,6.941134176,184,168.8639394,0.929927106,0.000260428,12.28979611,238.023467,0.901272774,0.000231096,12.43982333,120.1626263,0.950170299,0.000301127,12.08446044,292.520049,0.878678771,0.000214185,12.54164421,ravelling
107.8332,36.75206631,0.376417006,-0.507329461,7.171776059,204,105.5153,34.76360116,0.379947096,-0.378721262,7.104116892,207,102.0634,33.57782573,0.321570617,-0.288262252,7.070317186,222,79.5830303,0.967713124,0.000375247,11.82062312,244.1769207,0.900059311,0.000230326,12.45235955,189.1860606,0.922636748,0.000256999,12.3255576,251.8103255,0.896927146,0.000225443,12.47777615,ravelling
152.0883,38.00897924,-0.995823513,0.533692873,7.070143948,211,148.1215,37.7229471,-0.931095747,0.491663794,7.092874658,214,141.405,36.35140678,-0.816314223,0.464125164,7.077694264,217,149.1986869,0.947287517,0.00030676,12.14881481,414.2504846,0.85447445,0.000210312,12.63488376,234.250404,0.917544709,0.000256127,12.37668357,272.405979,0.904281095,0.000240538,12.45934283,ravelling
190.2472,38.93534759,-0.183473783,-0.86473629,7.158441342,189,187.6862,36.78150798,-0.17333562,-0.779511942,7.13493024,183,189.5648,33.06696238,-0.191365072,-0.630907974,7.006444548,172,89.25838384,0.96723461,0.000354183,11.87959767,155.5542292,0.942963486,0.000283079,12.1835849,117.2265657,0.957072374,0.000322447,12.02220049,223.5785124,0.918013861,0.000250725,12.34930989,ravelling
148.9944,34.86581088,-0.449678939,-0.532916052,7.04193248,177,147.4686,32.34714847,-0.475946391,-0.386676377,6.954615035,177,142.5379,29.37747034,-0.550773454,-0.06590023,6.836219234,176,40.37161616,0.981081755,0.000540215,11.31283537,136.1305989,0.93598635,0.000323206,12.0215968,70.51272727,0.966827479,0.000425584,11.64903677,75.88786858,0.964318692,0.00041748,11.68331802,ravelling
133.5637,38.26176084,-0.050196753,-0.926012138,7.178380271,188,132.7006,34.47119609,-0.104973233,-0.796907151,7.051846931,179,130.4287,30.41915706,-0.221115644,-0.541562191,6.912799258,174,186.0863636,0.923885946,0.000243343,12.34356585,259.1553923,0.893613886,0.000221331,12.47435259,127.319798,0.94790932,0.000283043,12.13936758,311.0661157,0.872304178,0.000200854,12.60164185,ravelling
128.9671,35.51614306,0.176878847,-0.207641332,7.169984308,211,129.3374,33.19183877,0.208052507,-0.235662607,7.069959275,203,126.2101,29.82717482,0.112850516,-0.396135111,6.916770378,176,152.5608081,0.931719059,0.000261693,12.24969512,423.8235894,0.809785912,0.000182678,12.72972559,325.8992929,0.85376938,0.000201709,12.61061253,461.6757474,0.792835661,0.000179259,12.76360877,ravelling
168.6982,42.4902379,-0.712249869,0.359803687,7.347367365,240,165.7064,40.74736309,-0.703617204,0.444859871,7.29662418,246,160.6058,38.64712417,-0.651341906,0.500602937,7.232742893,247,285.1232323,0.914635331,0.000223192,12.56883774,573.2119172,0.828206759,0.000175589,12.86363967,341.8313131,0.898066802,0.00020301,12.68662659,546.0123457,0.8363422,0.000169634,12.89243275,ravelling
129.3121,31.4097261,-0.168858438,-0.682079981,6.965094544,186,127.0284,29.46860691,-0.180384999,-0.583233439,6.885669936,183,125.7046,27.51320299,-0.187235668,-0.462357682,6.795149315,176,75.0189899,0.957559161,0.000376125,11.71694195,252.258341,0.857371181,0.000230664,12.38035564,220.9361616,0.875283023,0.000240945,12.33004945,300.0397919,0.83035143,0.000212748,12.49151295,ravelling
149.5769,33.23615029,-0.069395067,-0.432647674,7.057122607,202,150.4343,30.01552737,-0.078779286,-0.368949075,6.918907908,194,148.1739,27.22578665,-0.119215929,0.065137193,6.782754552,194,105.490202,0.943494761,0.000332772,11.91875401,176.1433527,0.905662943,0.000267209,12.21352295,147.3164646,0.920894732,0.000290878,12.10071443,298.2633405,0.840325256,0.000223429,12.46101018,ravelling
124.343,27.19828581,-0.999361993,0.562195726,6.587980276,146,121.9628,25.67491025,-1.064753697,0.77538892,6.496593146,142,117.8498,22.96560994,-1.155124364,1.053106989,6.318244715,135,56.70181818,0.957393796,0.000683879,11.0715676,96.12641567,0.927995963,0.000537734,11.40288992,71.2169697,0.946442682,0.000609433,11.23904232,137.8850117,0.896719548,0.000468662,11.59259982,ravelling
121.4491,32.8069811,0.445657666,-0.674638494,6.929023191,184,122.392,30.06471912,0.391081088,-0.499283826,6.842488796,181,122.9359,26.46086528,0.281254915,-0.228447878,6.708600942,183,179.1569697,0.902646217,0.000375084,12.0104597,258.2626263,0.859370389,0.000316668,12.1959933,143.6977778,0.921873581,0.000398123,11.92010582,320.6876849,0.8253705,0.000293911,12.31307636,ravelling
121.4079,32.11608192,0.042281913,-0.66123774,6.962931798,184,116.091,27.8358639,0.060530177,-0.509967608,6.791277385,160,112.2913,26.09678992,-0.024280036,-0.089868882,6.710071207,158,28.18787879,0.982856629,0.000691343,10.99135543,51.77104377,0.968478378,0.000502943,11.41173553,36.28515152,0.977929866,0.00063819,11.13881572,70.35465769,0.957167391,0.000465268,11.55842262,ravelling
126.7545,34.37444152,0.570109924,-0.056451858,7.032431816,211,126.0595,32.37497428,0.618189661,0.089557943,6.940460683,199,126.3882,30.67111183,0.566772737,0.310746854,6.887382632,201,99.32808081,0.953633711,0.00044071,11.72885956,261.5059688,0.877343568,0.000289034,12.26356027,162.8490909,0.923450998,0.000358091,12.0211691,229.0004081,0.892591413,0.000301516,12.20731406,ravelling
134.1793,17.22017281,-0.283548138,0.296990889,6.114559049,149,133.0299,15.94678043,-0.305099661,0.528899132,6.005295161,148,131.2757,13.68647835,-0.372179165,1.248663024,5.778030907,142,25.10080808,0.951162488,0.001283461,10.12941371,45.25589226,0.912234433,0.000935638,10.5311193,35.28373737,0.931540214,0.001075309,10.37062798,65.36975819,0.873222179,0.000816883,10.74200089,ravelling
129.3969,43.65087823,0.164057897,-0.284593342,7.385336372,242,128.7995,42.44873496,0.092268084,-0.229880252,7.355651482,244,127.954,40.64564041,-0.007889774,-0.145089317,7.313630862,246,315.9677778,0.912677639,0.0002148,12.67184847,844.6052444,0.767353589,0.00015621,13.06858518,569.7157576,0.843114693,0.000175809,12.92596389,728.7219671,0.799251283,0.000161832,13.01407443,ravelling
143.6929,39.86937659,-0.293365693,-0.501976454,7.299558941,207,141.1457,37.98986801,-0.311040624,-0.486066979,7.228067278,195,136.036,35.06668938,-0.351392096,-0.449221844,7.113958873,189,243.1640404,0.916726439,0.000196011,12.60565536,415.9211305,0.857537434,0.000164898,12.84695976,271.0130303,0.906919626,0.000189822,12.66070747,517.3027242,0.822824566,0.000151906,12.95758161,ravelling
121.5279,36.41724621,0.573974016,-0.194636379,7.1142172,188,123.9435,33.41676687,0.611869341,-0.085440272,6.994624686,188,124.8203,31.1945317,0.573763202,-0.020206461,6.924597538,191,195.2246465,0.915401348,0.000298398,12.17531539,370.9254158,0.839685329,0.000236124,12.4786544,256.9620202,0.889042571,0.000264529,12.33203814,441.0779512,0.809374948,0.000209459,12.61406396,ravelling
169.2171,40.55393652,-0.419056605,-0.392936802,7.309532568,200,157.2379,39.63312886,-0.445536543,-0.278940329,7.287278916,208,145.8897,35.38568544,-0.533134911,-0.171302659,7.108029854,201,98.95292929,0.967845893,0.000297776,12.12908826,187.2654831,0.93882621,0.00022561,12.47756447,163.7226263,0.946581734,0.000234547,12.41990222,312.4427099,0.897934214,0.000187217,12.71742382,ravelling
150.0859,36.62795273,-0.404705857,-0.513881271,7.111897891,191,151.1966,32.39976772,-0.46681595,-0.350668781,6.948552424,171,148.3851,28.86535636,-0.630114896,0.044409821,6.791674773,165,75.42242424,0.965784419,0.00039923,11.73305147,149.5894297,0.932178766,0.000306164,12.09584393,124.5309091,0.94346275,0.000336404,11.97090752,231.285175,0.895131098,0.000258683,12.30295086,ravelling
136.5469,33.83932329,-0.061881866,-0.596173293,7.089929638,192,140.0224,32.46487792,-0.152048285,-0.332373467,7.036595101,201,141.82,31.76767539,-0.247917632,0.017871721,7.003129124,210,166.9925253,0.920975275,0.000270161,12.21934351,391.3172125,0.815259919,0.000200287,12.63285081,205.3909091,0.903711821,0.000251087,12.32847679,260.1076421,0.877216993,0.000223976,12.46458054,ravelling
134.4084,18.71277664,-0.797257029,0.885784237,6.145931365,164,131.4023,17.51687914,-0.761547202,0.978787739,6.061475449,161,127.1869,15.34033143,-0.659835872,1.294799529,5.889770288,153,37.36989899,0.939153362,0.001068462,10.44577032,74.6654423,0.878857341,0.000776252,10.88056278,49.65565657,0.919436895,0.000947164,10.61803832,85.48770534,0.861286532,0.000759742,10.93020032,ravelling
146.6305,36.36082741,-0.103054609,-0.538807439,7.136647831,195,146.9659,31.9631528,-0.224057044,-0.338603838,6.970719116,182,144.9231,28.28440536,-0.443670477,0.029102346,6.806057854,180,111.5330303,0.948048738,0.000323829,11.99007948,179.6500357,0.916416067,0.000275241,12.21764909,150.4751515,0.929920693,0.000299163,12.12188403,311.1025406,0.855295192,0.000217558,12.51598873,ravelling
117.2547,17.7867599,1.181102298,1.5915341,5.999922924,119,118.6475,17.61196309,1.239356094,1.974893072,5.987776319,123,118.9368,16.77229876,1.27974843,2.511414181,5.93280957,126,28.5679798,0.953195965,0.001535537,10.09490507,88.11294766,0.854887032,0.000958119,10.7638135,54.77808081,0.910031001,0.001213565,10.47333803,62.85144373,0.89647123,0.001086919,10.57854991,ravelling
145.6748,35.66843766,-0.524432534,-0.500699678,7.070947348,216,142.3216,34.43767666,-0.488259502,-0.455735291,7.042179689,207,143.0007,32.61976241,-0.455593594,-0.373583911,6.990106569,202,225.0916162,0.905687688,0.000244149,12.38087035,541.8377717,0.773255922,0.00018234,12.76810846,380.7030303,0.840510806,0.000206219,12.60743186,514.9790838,0.784533704,0.000185869,12.74489602,ravelling
142.6724,37.83918707,-0.336768939,-0.873166251,7.123300207,193,141.8382,33.84471924,-0.358656238,-0.681908067,6.998616527,186,138.2862,29.5023099,-0.422965829,-0.396723449,6.837696722,182,188.2492929,0.920097613,0.000267835,12.25016662,259.4074074,0.890134444,0.00023463,12.4258784,127.5655556,0.946196139,0.000314371,12.03662674,316.6531987,0.865884185,0.000217506,12.52780345,ravelling
111.3259,27.1473109,-0.722280855,0.047795193,6.673196827,143,111.3651,26.3482144,-0.775937469,0.101336692,6.611737312,142,112.0195,24.61496536,-0.87757178,0.276030285,6.480867899,131,93.67626263,0.932492336,0.000471202,11.53894762,161.768493,0.883140865,0.00037141,11.83803601,127.7893939,0.907874701,0.000411978,11.70915798,235.516784,0.82986805,0.000327333,12.02884555,ravelling
124.9099,38.35994763,0.078782212,-1.095467011,7.162696271,195,125.2992,35.72961348,0.101497893,-1.08361609,7.062708391,188,124.8343,32.70927152,0.104709962,-1.052909433,6.949457977,180,208.5838384,0.920240002,0.000238491,12.38800688,517.7536986,0.801591851,0.000175006,12.80140781,353.400404,0.864292517,0.000204056,12.60460006,490.8965412,0.811896501,0.000180466,12.76144211,ravelling
134.7271,37.82746391,0.431187676,-0.81725566,7.112028494,177,131.1342,34.33442573,0.490048271,-0.687078375,6.98675514,167,129.0401,31.05581253,0.466561284,-0.588260988,6.877542019,171,66.49969697,0.97258669,0.000424855,11.65216179,226.8752168,0.906846356,0.000272175,12.26364868,164.3591919,0.932628967,0.000306739,12.12316947,209.707887,0.913895972,0.000259641,12.29755104,ravelling
134.4494,33.57368076,0.149713299,-0.895507971,7.009928246,169,134.1734,31.79260185,0.100891811,-0.792733397,6.956031058,164,131.9879,29.83989533,-0.011988447,-0.611287904,6.89133744,162,31.82242424,0.98452278,0.000586022,11.20357193,117.8748087,0.942665907,0.000338779,11.95886634,68.01070707,0.966831446,0.000449617,11.62026363,75.33231303,0.963354338,0.000400017,11.72147361,ravelling
177.4326,25.16380053,-1.687111539,4.110374906,6.361962459,174,174.4613,24.08711486,-1.81106515,4.704306787,6.276770726,176,165.7461,22.96232207,-2.02996293,6.081423663,6.184310788,177,16.50363636,0.985967255,0.0015035,10.08434023,59.75390266,0.948046807,0.00087174,10.84039683,39.07050505,0.965900604,0.001114386,10.55137166,45.68676666,0.960281995,0.001043227,10.634936,ravelling
121.7744,35.48954078,0.788837818,-0.243501599,6.953030979,169,122.665,33.17301275,0.780223389,-0.267399427,6.853109913,161,123.8766,30.47941227,0.725600923,-0.264237756,6.774423486,164,61.39171717,0.972672988,0.000673248,11.34902763,274.5324967,0.878242225,0.000343979,12.18866423,177.1807071,0.921291594,0.000399602,11.98328084,182.8446077,0.918902939,0.000382289,12.0211141,ravelling
123.9625,33.71292769,0.170737063,-0.85676816,7.038083157,194,124.6936,31.64690694,0.188578252,-0.827418791,6.949665587,192,124.6415,29.48464308,0.178147374,-0.786461532,6.853823636,188,181.2386869,0.911198203,0.000255974,12.25196222,435.2267116,0.787407274,0.000188716,12.67901764,316.7637374,0.845593555,0.000218595,12.49839746,460.1693705,0.775231942,0.000186634,12.68768068,ravelling
118.4652,38.07633109,-0.040409122,-0.178945927,7.276355956,236,116.5404,37.98762651,-0.076486733,-0.11666811,7.271468,241,115.9681,36.80848655,-0.070680976,-0.044620644,7.227602561,242,283.6047475,0.901005223,0.000210948,12.60219876,696.0794817,0.756981136,0.00015608,12.98323396,504,0.824092882,0.000175217,12.83534733,663.3716968,0.768449456,0.000159942,12.94904942,ravelling
155.8967,36.73651901,-0.554521973,-0.256752695,7.128777396,204,155.545,32.77585964,-0.586217312,-0.08771476,6.96513102,198,151.9939,29.77501407,-0.661586967,0.266041572,6.818365522,199,97.05363636,0.956851458,0.000354219,11.8897836,153.0813182,0.932036842,0.000286624,12.15570333,134.090404,0.940396273,0.00030856,12.06620553,284.1656974,0.873858954,0.000240694,12.41464146,ravelling
144.7882,31.01598847,-0.11803146,-0.650830997,6.954972823,175,141.4533,30.44613964,-0.01534655,-0.617997617,6.931807784,175,136.5186,28.61362707,0.138954315,-0.432963828,6.845044001,174,117.2980808,0.936284384,0.000303433,11.98800685,311.8454239,0.830382249,0.000209604,12.5027536,193.7835354,0.894674153,0.000248689,12.26994817,243.0255076,0.867829405,0.000228207,12.37687133,ravelling
125.6653,32.7765324,0.690227751,-0.113639275,6.890977554,187,125.2295,30.53043448,0.658086183,0.002501663,6.797700166,184,125.3031,28.02644163,0.546792268,0.171852304,6.716297744,185,85.36464646,0.954723754,0.000581252,11.45123249,207.674625,0.890292005,0.000378109,11.99909221,126.5390909,0.933674381,0.000465835,11.75502616,187.9491889,0.900732894,0.000393251,11.94459957,ravelling
175.7717,38.07198943,-0.837026991,0.497942622,7.161477514,218,164.6593,37.39646806,-0.899870058,0.629964943,7.122660231,224,154.0577,34.44156168,-0.899700855,0.70819803,7.001877301,217,105.5022222,0.961683125,0.000340583,12.00164693,206.117335,0.924893584,0.00025696,12.34896958,195.9718182,0.928598772,0.000268131,12.31437096,366.8668503,0.866357037,0.000209661,12.60439819,ravelling
134.3841,33.10912211,-0.000760809,-0.531307381,7.058538766,205,134.1465,32.4694416,0.052429345,-0.278700733,7.031584011,215,136.4359,30.53393016,0.103499978,-0.043970236,6.949824282,211,156.7340404,0.925250198,0.000289838,12.12712724,327.8852158,0.84404364,0.000214747,12.52213411,175.5057576,0.916533608,0.000271345,12.21801977,254.3311907,0.879002619,0.000230966,12.41388636,ravelling
134.8799,40.58582605,0.183617394,-0.635231888,7.3113744,232,133.5384,39.44975191,0.201425838,-0.578083807,7.270015588,233,132.0263,37.64995894,0.172314997,-0.444468373,7.215931877,235,244.9754545,0.921467083,0.000231828,12.52349577,611.4202632,0.803446954,0.000163263,12.94785467,399.6892929,0.871613603,0.000194286,12.75671682,547.550352,0.823984447,0.000175735,12.87164494,ravelling
133.1715,22.60086476,-0.958154552,0.920960175,6.379778078,164,130.6248,21.34794662,-0.969001072,1.034001391,6.307807614,159,126.9869,19.08675793,-0.962961455,1.249275797,6.164929814,151,80.95777778,0.911705473,0.000659785,11.13156813,166.1565146,0.819301511,0.000501798,11.50496463,129.0171717,0.859480812,0.000574549,11.35940221,210.1515152,0.771473389,0.000465695,11.62133246,ravelling
131.5707,23.25542951,0.306204678,3.197782652,6.415695393,209,129.4519,22.1685337,0.505070623,4.197198925,6.326934443,205,126.6735,19.59313394,0.562174663,4.945036729,6.136920541,192,79.22282828,0.919316774,0.000686961,11.08764796,136.8822569,0.861235197,0.000533716,11.40545584,105.3144444,0.893065886,0.000618498,11.23123531,195.2143659,0.802101723,0.000485823,11.54042243,ravelling
151.9548,33.39513074,-0.283631019,-0.468985006,7.012872301,178,153.3938,29.36213074,-0.340192273,-0.346127723,6.843219908,169,151.2576,26.36640367,-0.495283924,-0.032619683,6.695644977,162,82.48282828,0.954637381,0.000381461,11.72780616,135.0242832,0.925843267,0.000309084,12.01099876,112.0818182,0.9383942,0.000342256,11.89174689,230.0711152,0.87364588,0.000260687,12.25902625,ravelling
116.9874,41.812104,0.237711309,-0.033876961,7.338919421,228,115.7039,41.18009986,0.161939273,-0.096203108,7.320440306,221,114.4463,39.65957786,0.030913085,-0.091318804,7.287176853,218,159.0206061,0.952834635,0.000285343,12.30403298,465.6728905,0.862139728,0.00018563,12.84072677,432.5773737,0.872387985,0.000190644,12.7998906,620.802061,0.816210446,0.000165876,12.96053142,ravelling
121.2749,35.0530816,0.339919431,-0.396406706,7.124733956,191,120.4333,33.27117899,0.352475026,-0.374757258,7.050589705,186,117.5075,30.70749003,0.325612069,-0.333496294,6.941998665,175,189.3119192,0.915744133,0.000248158,12.33544229,430.684522,0.808020156,0.000181299,12.7305302,306.0776768,0.863140764,0.000206489,12.57936166,473.0970309,0.789154051,0.000179331,12.77231366,ravelling
149.4841,37.54700184,-0.253547242,-0.694816303,7.133103492,207,149.7899,33.30414326,-0.304643621,-0.447972667,6.989957209,199,146.4649,28.34620553,-0.555480982,-0.307622262,6.750066959,174,57.25757576,0.975020311,0.00043795,11.59239735,95.26119784,0.958543747,0.000362442,11.85887944,72.75212121,0.968394156,0.000413478,11.69822106,148.1757984,0.93551463,0.000300641,12.11598612,ravelling
